9;54;2;1.5;2
9;24;3;2;3
9;13;3;2;3
9;10;2;1.5;2
9;21;3;2;3
9;11;2;1.5;2
9;16;2;1.5;2
9;20;3;2;3
9;15;2;1.5;2
9;18;2;1.5;2
12;42;3;2;3
12;26;2;1.5;2
12;26;4;2.5;4
12;22;3;2;3
12;25;2;1.5;2
12;42;4;2.5;4
12;32;5;3;5
12;22;4;2.5;4
12;21;1;1;1
12;18;3;2;3
16;32;6;3.5;6
16;63;5;3;5
16;76;6;3.5;6
16;58;4;2.5;4
16;43;5;3;5
16;47;4;2.5;4
16;36;9;5;9
16;27;4;2.5;4
16;40;3;2;3
16;41;4;2.5;4
20;48;6;3.5;6
20;45;5;3;5
20;61;4;2.5;4
20;52;5;3;5
20;58;6;3.5;6
20;53;5;3;5
20;295;225;6.315555555555555;10
20;41;4;2.5;4
20;55;5;3;5
20;37;3;2;3
25;71;10;5.5;10
25;81;8;4.5;8
25;115;7;4;7
25;64;8;4.5;8
25;68;8;4.5;8
25;45;6;3.5;6
25;78;9;5;9
25;404;236;6.389830508474576;10
25;59;7;4;7
25;39;5;3;5
30;108;12;6.5;12
30;64;10;5.5;10
30;60;9;5;9
30;66;9;5;9
30;444;366;9.210382513661202;13
30;122;25;8.24;12
30;48;10;5.5;10
30;65;9;5;9
30;68;9;5;9
30;158;10;5.5;10
30;104;7;4;7
30;94;8;4.5;8
30;68;8;4.5;8
30;5616;3989;9.860616695913762;14
30;118;10;5.5;10
30;82;32;8.5;12
30;280;102;8.450980392156863;10
30;83;9;5;9
30;145;45;7.155555555555556;10
30;1802;975;8.928205128205128;13
30;123;8;4.5;8
30;94;8;4.5;8
30;130741;100267;8.686397319157848;14
30;75;10;5.5;10
30;113;11;6;11
36;114;11;6;11
36;208;15;7.333333333333333;12
36;107;16;7.875;13
36;113;59;10.610169491525424;14
36;81;13;7;13
36;573;261;12.448275862068966;15
36;4055;2982;10.927565392354126;17
36;143;13;7;13
36;103;12;6.5;12
36;86;14;7.5;14
36;146;13;7;13
36;141;12;6.5;12
36;103;13;7;13
36;2790;2267;11.62549625055139;16
36;143;14;7.5;14
36;160;22;9.954545454545455;15
36;94;12;6.5;12
36;70;11;6;11
36;96;12;6.5;12
36;90;13;7;13
36;131;12;6.5;12
36;2447;1703;12.32824427480916;16
36;71;13;7;13
36;96;12;6.5;12
36;81;14;7.071428571428571;12
42;210;14;7.5;14
42;214;14;7.5;14
42;123;15;8;15
42;169;14;7.5;14
42;124;16;8.5;16
42;236;29;10.10344827586207;16
42;104;15;8;15
42;110;13;7;13
42;195;81;12;15
42;306;99;15.797979797979798;19
42;208;64;10.1875;14
42;109;16;8.5;16
42;164;13;7;13
42;118;15;7.6;13
42;168;15;8;15
42;82;13;7;13
42;224;112;9.446428571428571;15
42;139;15;8;15
42;105;21;10.714285714285714;19
42;109;24;11.125;17
42;156;17;9;17
42;135;17;9;17
42;88;17;9;17
42;126;15;8;15
42;101;49;13.857142857142858;20
49;266;19;10;19
49;309;38;14.31578947368421;21
49;192;19;10;19
49;190;17;9;17
49;141;36;11.972222222222221;17
49;165;19;10;19
49;202;55;14.272727272727273;20
49;177;20;9.8;16
49;109;17;8.941176470588236;16
49;194;20;10.5;20
49;199;16;8.5;16
49;213;19;10;19
49;821901;667914;19.012110840617204;26
49;179;18;9.166666666666666;17
49;253;18;9.5;18
49;145;17;9;17
49;195;13;7;13
49;150;21;10.428571428571429;18
49;171;19;10;19
